placeUrl	title	rating	reviewCount	category	attributes	address	plusCode	website	phoneNumber	wednesday	thursday	friday	saturday	sunday	monday	tuesday	currentStatus	imgUrl	isClaimed	latitude	longitude	query	timestamp	info					
https://www.google.com/maps/place/The+Body+Architects/data=!4m6!3m5!1s0x1dcc42d1d6841843:0x87f0cca0e4df3986!8m2!3d-33.99448!4d18.47371!16s%2Fg%2F1vmq6c0y	The Body Architects			Tattoo and piercing shop		166 2nd Ave, Kenilworth, Cape Town, 7708, South Africa	2F4F+6F Kenwyn, Cape Town, South Africa	thebodyarchitects.com	+27 82 226 4065	10:30a.m.–6p.m.	10:30a.m.–6p.m.	10:30a.m.–6p.m.	11a.m.–5p.m.	Closed	Closed	10:30a.m.–6p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipP5PtFwQ1kDQnG7wiyOTLcmhDxWB0Bs91hJvUPo=w408-h281-k-no	TRUE	-33.9944375	18.473687499999997	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T09:59:14.527Z						
https://www.google.com/maps/place/Queen+of+Steel/data=!4m6!3m5!1s0x1dcc418ae6255519:0x27e0aae2641ab0a3!8m2!3d-34.063634!4d18.45306!16s%2Fg%2F11byyjjkx8	Queen of Steel			Tattoo and piercing shop		Shop G64 Blue Route Mall, Tokai, Cape Town, 7945, South Africa	WFP3+G6 Constantia, Cape Town, South Africa	http://www.queenofsteel.co.za/	+27 21 712 5088	9a.m.–7p.m.	9a.m.–7p.m.	9a.m.–7p.m.	9a.m.–7p.m.	9a.m.–5p.m.	9a.m.–7p.m.	9a.m.–7p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipPPBqMJZIq3SLliOe-o0TFc2CDV4Cu70h3Cy48h=w408-h408-k-no	TRUE	-34.06368750000001	18.453062499999973	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T09:59:18.380Z						
https://www.google.com/maps/place/Kings+and+Queens+Ink+Lounge/data=!4m6!3m5!1s0x1dcc51c882234637:0xd11655092b71a195!8m2!3d-33.923086!4d18.695818!16s%2Fg%2F11bwh4nrtv	Kings and Queens Ink Lounge			Tattoo shop		5 Kiepersol St, Kuils River, Cape Town, 7580, South Africa	3MGW+Q8 Stellenbosch Farms, South Africa		+27 79 399 0926	9a.m.–5p.m.	9a.m.–5p.m.	9a.m.–5p.m.	9a.m.–3p.m.	Closed	9a.m.–5p.m.	9a.m.–5p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipOqkwdVSaW2XqCWU14-MM81Ib4XDmmiOwSTCag=w408-h481-k-no	TRUE	-33.92306250000001	18.695812500000002	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T09:59:21.972Z						
https://www.google.com/maps/place/Good+Things+Tattoo/data=!4m6!3m5!1s0x1dcc5da72de69da3:0x89621a12960619ec!8m2!3d-33.9276066!4d18.4557674!16s%2Fg%2F11dxbmpwy_	Good Things Tattoo			Tattoo shop		304 Albert Rd, Woodstock, Cape Town, 7925, South Africa	3FC4+X8 Cape Town, South Africa	goodthingstattoo.com	+27 60 603 3586	10a.m.–6p.m.	10a.m.–6p.m.	10a.m.–6p.m.	10a.m.–6p.m.	Closed	Closed	10a.m.–6p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipOQmhv8gSzDa54PVMTlW89JmhEAeHOdvZ6sFndg=w426-h240-k-no	TRUE	-33.9275625	18.455812499999993	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T09:59:33.060Z						
https://www.google.com/maps/place/KAK+LUCKY+TATTOOS/data=!4m6!3m5!1s0x1dcc5d08de2b12d7:0x1a80697dcbef72f8!8m2!3d-33.9284708!4d18.4123953!16s%2Fg%2F11b7sx3cx4	KAK LUCKY TATTOOS			Tattoo and piercing shop		43 Kloof St, Gardens, Cape Town, 8001, South Africa	3CC6+JX Cape Town, South Africa	kakluckytattoos.com	+27 21 422 2963	11a.m.–6p.m.	11a.m.–6p.m.	11a.m.–6p.m.	11a.m.–6p.m.	Closed	Closed	11a.m.–6p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipPaZ1X5hj_nwuW9D_b4Ocd8bNMZYqzfW9j_agvq=w426-h240-k-no	TRUE	-33.9284375	18.412437499999996	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T09:59:41.571Z	LGBTQ+ friendly					
https://www.google.com/maps/place/Dark+Horse+Society/data=!4m6!3m5!1s0x1dcc42e7513fa7b1:0x391f2d5458852733!8m2!3d-33.989221!4d18.47243!16s%2Fg%2F11gbl3g07y	Dark Horse Society			Tattoo shop		91 1st Ave, Claremont, Cape Town, 7708, South Africa	2F6C+8X Kenwyn, Cape Town, South Africa	darkhorse.co.za		9a.m.–7p.m.	9a.m.–7p.m.	9a.m.–7p.m.	9a.m.–7p.m.	Closed	Closed	9a.m.–7p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipPcuQL7tJQszHQd01Toj4N_W8y2ELwojtmGPut0=w408-h725-k-no	TRUE	-33.98918750000001	18.472437499999998	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T09:59:51.921Z	LGBTQ+ friendly					
https://www.google.com/maps/place/SkullBox+%26+Tattoo+Company/data=!4m6!3m5!1s0x1dcc5f6aeed66d7f:0x5361ee640ade3ff8!8m2!3d-33.8014803!4d18.4937443!16s%2Fg%2F1q69vp0xx	SkullBox & Tattoo Company			Tattoo shop	·  In-store shopping	Shop 2, The Emporium, Sandown Rd, Parklands, Cape Town, 7441, South Africa	5FXV+CF Bloubergstrand, Cape Town, South Africa	skullboxtattoocompany.com	+27 72 403 3071	10a.m.–6p.m.	10a.m.–6p.m.	10a.m.–6p.m.	10a.m.–6p.m.	Closed	Closed	10a.m.–6p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipNeh03krWAJWZ03HG9i91xT6azT-bepw93cADud=w426-h240-k-no	TRUE	-33.801437500000006	18.49368749999998	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T09:59:56.473Z						
https://www.google.com/maps/place/Arcane+Tattoo+%26+Piercing/data=!4m6!3m5!1s0x1dcc5d04817476d7:0x425476e79973ea45!8m2!3d-33.938316!4d18.4689419!16s%2Fg%2F11bttft4ck	Arcane Tattoo & Piercing			Tattoo shop		98 Lower Main Rd, Observatory, Cape Town, 7935, South Africa	3F69+MH Cape Town, South Africa	https://www.facebook.com/Arcanetattoo	+27 21 447 1967	10a.m.–5p.m.	10a.m.–5p.m.	10a.m.–5p.m.	10a.m.–3p.m.	Closed	10a.m.–5p.m.	10a.m.–5p.m.	Open now	https://lh3.googleusercontent.com/proxy/yTc6--evje1XhsyM7aidhAPCZbdUc0lI6rjemsQ5pMxy4sAqza3RdyXrY7YhShf57B_eL44mXp81vjfFgf8il3eeEoJglEQnK3pFQBMiDrUMwF2rEckJXKCiApl-IG7EcvSOrliOCuqk9G9cFIOLIjrmqR9skUYA8cGUagszxe8S=w408-h306-k-no	TRUE	-33.93831250000001	18.468937499999996	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:00:00.663Z						
https://www.google.com/maps/place/No+Regrets+Tattoos	+Removals+and+Repairs/data=!4m6!3m5!1s0x1dcc432677d3f14d:0x9e0a1e1bb99c7bf0!8m2!3d-34.0005352!4d18.4768701!16s%2Fg%2F11c328qc2c	No Regrets Tattoos, Removals and Repairs			Tattoo shop		49 Goldbourne Rd, Kenilworth, Cape Town, 7708, South Africa	XFXG+QP Kenwyn, Cape Town, South Africa	noregrets-tattoos.com	+27 87 379 7009	9:30a.m.–6p.m.	9:30a.m.–6p.m.	9:30a.m.–6p.m.	9:30a.m.–2p.m.	Closed	9:30a.m.–6p.m.	9:30a.m.–6p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipMV-QOZuHexNXeXYOsytC6dge3S2u9_FAfjPQIl=w408-h271-k-no	TRUE	-34.0005625	18.47681249999998	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:00:05.630Z					
https://www.google.com/maps/place/Inkfinity+Tattoo+Studio/data=!4m6!3m5!1s0x1dcc5a5c220c2d85:0x8bbbcfeb848fb217!8m2!3d-33.9054931!4d18.5893933!16s%2Fg%2F11b70h1zd3	Inkfinity Tattoo Studio			Tattoo and piercing shop		242 Voortrekker Rd, Parow, Cape Town, 7500, South Africa	3HVQ+RQ Parow, Cape Town, South Africa	https://www.facebook.com/inkfinity.tattoo.studio/	+27 74 664 6464	10a.m.–5p.m.	10a.m.–5p.m.	10a.m.–5p.m.	10a.m.–5p.m.	Closed	Closed	10a.m.–5p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipN8ZNH5SFjzo3RgZiJ6eOOfnNAk9qBVbGYG6loc=w426-h240-k-no	TRUE	-33.905437500000005	18.589437500000017	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:00:09.908Z						
https://www.google.com/maps/place/Skintrade+Tattoos/data=!4m6!3m5!1s0x1dcc5f752e8a36a9:0xe33742ab3f21c00c!8m2!3d-33.8205026!4d18.4776861!16s%2Fg%2F11c3k2xzd7	Skintrade Tattoos			Tattoo shop	·  In-store shopping	Shop 5, Northpoint Centre, Porterfield Rd, Table View, Cape Town, 7441, South Africa	5FHH+Q3 Bloubergstrand, Cape Town, South Africa	skintrade.co.za	+27 76 025 2410	10a.m.–6p.m.	10a.m.–6p.m.	10a.m.–6p.m.	10a.m.–6p.m.	Closed	10a.m.–3p.m.	10a.m.–6p.m.	Open now	https://lh6.googleusercontent.com/proxy/uLmC-NGtiR8uTZAAgOodTrrQMHIYO58sNAfLEzs95I8jLOokEkVBh54wt9LdFwoBPVw3oanEhMJsBs5Z3sCqymKP1-dDqVpg_X3PyoclfBocVv6mk7WmPfN3gj6PEMTOIX0vwXVKHZuPXTMa9Ou0WfGleMelGL6jk3Wf_2euOjUM=w408-h306-k-no	FALSE	-33.8205625	18.477687499999988	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:00:16.926Z						
https://www.google.com/maps/place/Marius+Bosman's+Tattoo+Studio/data=!4m6!3m5!1s0x1dcc51f183da1ec1:0x4742d06b5b9ad624!8m2!3d-33.8783392!4d18.6792766!16s%2Fg%2F11fnqslqgw	Marius Bosman's Tattoo Studio			Tattoo shop		580 Frans Conradie Dr, Brackenfell, Cape Town, 7139, South Africa	4MCH+MP Brackenfell, Cape Town, South Africa	https://m.facebook.com/login.php?next=https%3A%2F%2Fm.facebook.com%2Fmariusbosmantattoos&refsrc=deprecated&_rdr	+27 78 607 5775	9a.m.–5p.m.	9a.m.–5p.m.	9a.m.–5p.m.	9a.m.–5p.m.	Closed	9a.m.–5p.m.	9a.m.–5p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipOcJw-adi72mJg3Sw4BQKS7HtuuUUHWwpelyhCJ=w426-h240-k-no	TRUE	-33.8783125	18.679312499999995	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:00:21.552Z						
https://www.google.com/maps/place/Devon+Slaves+Tattoos/data=!4m6!3m5!1s0x1dcc5029e95adba1:0x9c9a5704de844a48!8m2!3d-33.9426631!4d18.6579596!16s%2Fg%2F11gfhz9wn7	Devon Slaves Tattoos			Tattoo shop		30 Tennant Cres, N.T., Cape Town, 7493, South Africa	3M45+W5 Belhar, Cape Town, South Africa		+27 83 229 0376	10a.m.–5p.m.	10a.m.–5p.m.	10a.m.–5p.m.	10a.m.–5p.m.	10a.m.–2p.m.	10a.m.–5p.m.	10a.m.–5p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipPV9rQdeG7_0a3EXORoWD7yAJ7Ur5Ye1r5QAFje=w408-h725-k-no	TRUE	-33.942687500000005	18.65793749999999	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:00:25.128Z						
https://www.google.com/maps/place/The+Ink+lane+Tattoos/data=!4m6!3m5!1s0x1dcc59851e80090d:0x68dfa4aaf0f6e64f!8m2!3d-33.8394368!4d18.5492809!16s%2Fg%2F11fqhffj_t	The Ink lane Tattoos			Tattoo shop		Burgundy Estate, Cape Town, 7441, South Africa	5G6X+6P Burgundy Estate, Cape Town, South Africa	facebook.com	+27 81 584 1336	10a.m.–5p.m.	10a.m.–5p.m.	10a.m.–5p.m.	10a.m.–5p.m.	10a.m.–5p.m.	10a.m.–5p.m.	10a.m.–5p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipNdzX6WMq16xDw5ATpOpjtu_c7OLuutfSZ4GkRN=w408-h544-k-no	TRUE	-33.8394375	18.5493125	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:00:28.822Z	LGBTQ+ friendly					
https://www.google.com/maps/place/Mantra+Tattoos/data=!4m6!3m5!1s0x1dcc676f8ead8aa5:0x732c2a0f318bb36a!8m2!3d-33.9221977!4d18.4152656!16s%2Fg%2F1tqbfdvr	Mantra Tattoos			Tattoo shop		142 Buitengracht St, Cape Town City Centre, Cape Town, 8000, South Africa	3CH8+44 Cape Town, South Africa	https://m.facebook.com/login.php?next=https%3A%2F%2Fm.facebook.com%2Fsamantratattoos%2F&refsrc=deprecated&_rdr	+27 82 528 0566									https://lh5.googleusercontent.com/p/AF1QipOAAjnpq-PMUhXPy3pZjI2HOmV1zt3RqGHZOh-O=w408-h544-k-no	TRUE	-33.9221875	18.415312499999985	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:00:32.977Z						
https://www.google.com/maps/place/Primal+Culture+Tattoo+Studio/data=!4m6!3m5!1s0x1dcc42d1930f29d1:0xd74fc4ad673c110d!8m2!3d-34.0298169!4d18.4660378!16s%2Fg%2F11hbkpbtm5	Primal Culture Tattoo Studio			Tattoo shop		unit 3, Clarewood, 1 Annandale Rd, Diep River, Cape Town, 7800, South Africa	XFC8+3C Constantia, Cape Town, South Africa	primalculture.co.za	+27 21 707 1299	10a.m.–4p.m.	10a.m.–4p.m.	10a.m.–4p.m.	10a.m.–2p.m.	Closed	Closed	10a.m.–4p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipPSkcvtrR9r6EV3HwMosbc5e1vpAYOPd0rbpSBZ=w426-h240-k-no	TRUE	-34.0298125	18.46606249999998	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:00:39.496Z						
https://www.google.com/maps/place/Monarch+Tattoo+Co./data=!4m6!3m5!1s0x1dcc439d8510254b:0xb9a7a337fef120c0!8m2!3d-33.9247664!4d18.448713!16s%2Fg%2F11k5kylvp7	Monarch Tattoo Co.			Tattoo shop		The Old Castle Brewery 4th Floor, Unit 410, Woodstock, Cape Town, 7925, South Africa	3CGX+3F Cape Town, South Africa	https://www.monarchtattoo.co.za/	+27 76 839 6849	10:30a.m.–5p.m.	10:30a.m.–5p.m.	10:30a.m.–5p.m.	10:30a.m.–5p.m.	10:30a.m.–5p.m.	Closed	Closed	Open now	https://lh5.googleusercontent.com/p/AF1QipOppUnQ1JQ33Kyx6MnxXhYfn6BWxH0wICRN1hP2=w408-h544-k-no	TRUE	-33.92481250000001	18.44868750000002	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:00:44.573Z	LGBTQ+ friendly					
https://www.google.com/maps/place/Disciples+Ink+Durbanville+tattoo+studio/data=!4m6!3m5!1s0x1dcc50b6342276b3:0xc1409b93235011bc!8m2!3d-33.8682775!4d18.6403286!16s%2Fg%2F11g9r1cvnr	Disciples Ink Durbanville tattoo studio			Tattoo and piercing shop		1st Floor Shop 1, Tygervally, High Street Center Durban Road, 8 Durbanville Ave, Cape Town, 7530, South Africa	4JJR+R2 Bellville, Cape Town, South Africa	disciplesink.co.za	+27 61 289 9798	10a.m.–5p.m.	10a.m.–5p.m.	10a.m.–5p.m.	10a.m.–5p.m.	10a.m.–2p.m.	Closed	10a.m.–5p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipPsPqx7r5_ODpk3jzxTkB8HHYSpZALHk_vXUjhx=w426-h240-k-no	TRUE	-33.8679375	18.640062499999985	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:00:48.464Z						
https://www.google.com/maps/place/Hellhound+Tattoo+Studio/data=!4m6!3m5!1s0x1dcc5f0b3c114601:0x637d9b838c2650a6!8m2!3d-33.82172!4d18.4791!16s%2Fg%2F11c1rt6qx0	Hellhound Tattoo Studio			Tattoo shop		7 Blaauwberg Rd, Table View, Cape Town, 7441, South Africa	5FHH+8J Bloubergstrand, Cape Town, South Africa	hellhoundtattoo.co.za	+27 81 506 6495	10a.m.–6p.m.	10a.m.–6p.m.	10a.m.–6p.m.	9a.m.–6p.m.	Closed	10a.m.–6p.m.	10a.m.–6p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipOEqv9ptMhwmjXk24KoSa8upNV_uo0X8LhwQOXJ=w514-h240-k-no	TRUE	-33.8216875	18.479062499999984	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:00:52.268Z						
https://www.google.com/maps/place/The+Knowbodies/data=!4m6!3m5!1s0x1dcc5f1478c9d61b:0x74b3d0057b6dd397!8m2!3d-34.6283864!4d27.2516952!16s%2Fg%2F11f53dt8b5	The Knowbodies			Tattoo shop				https://m.facebook.com/theknowbodiestattoos/about/?ref=page_internal&mt_nav=1&refsrc=deprecated&_rdr	+27 83 756 9055	9a.m.–3:30p.m.	9a.m.–3:30p.m.	9a.m.–3:30p.m.	9a.m.–3:30p.m.	9a.m.–3:30p.m.	9a.m.–3:30p.m.	9a.m.–3:30p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipNaXcpyajS0kllCdFFrf6ghUkf7K0zqlIW4HYl5=w408-h408-k-no	TRUE			https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:00:55.456Z	LGBTQ+ friendly					
https://www.google.com/maps/place/Ten+Two+Tattoo/data=!4m6!3m5!1s0x1dcc5d2614171d21:0x7fad708acbd98c3a!8m2!3d-33.9599777!4d18.4696619!16s%2Fg%2F11c3k9vk0g	Ten Two Tattoo			Tattoo and piercing shop		24A, 26 Main Rd, Rondebosch, Cape Town, 7700, South Africa	2FR9+2V Cape Town, South Africa	https://m.facebook.com/login.php?next=https%3A%2F%2Fm.facebook.com%2Fprofile.php%3Fid%3D1096652487018983&refsrc=deprecated&_rdr	+27 73 069 2156	10a.m.–6p.m.	10a.m.–6p.m.	10a.m.–6p.m.	10a.m.–6p.m.	Closed	10a.m.–6p.m.	10a.m.–6p.m.	Open now	https://lh5.googleusercontent.com/p/AF1QipMKPkawLBizNm4CNcGIfsSCBy2Rmj9EDbxMYckw=w408-h241-k-no	TRUE	-33.9599375	18.469687500000006	https://www.google.com/maps/search/tattoo+cape+town/	2022-06-08T10:00:59.263Z						
